date,trader_id,buy_currency,sell_currency,buy_signal,sell_signal,trade_signal
2026-03-11,haiku-only,CNY,MXN,0.3084,-0.35,0.3292
2026-03-11,haiku-only,USD,CHF,0.3639,-0.2944,0.3291
2026-03-11,haiku-only,NOK,CHF,0.35,-0.2944,0.3222
2026-03-11,haiku-only,CNY,CHF,0.3084,-0.2944,0.3014
2026-03-11,haiku-only,GBP,SEK,0.2157,-0.3536,0.2847
2026-03-11,haiku-only,GBP,MXN,0.2157,-0.35,0.2828
2026-03-11,haiku-only,CAD,SEK,0.1629,-0.3536,0.2582
2026-03-11,haiku-only,CAD,MXN,0.1629,-0.35,0.2564
2026-03-11,haiku-only,GBP,CHF,0.2157,-0.2944,0.255
2026-03-11,haiku-only,CAD,CHF,0.1629,-0.2944,0.2286
2026-03-12,combinator-standard,NOK,MXN,0.35,-0.2667,0.3083
2026-03-12,combinator-standard,AUD,MXN,0.2687,-0.2667,0.2677
2026-03-12,combinator-standard,GBP,MXN,0.2157,-0.2667,0.2412
2026-03-12,combinator-standard,USD,MXN,0.2153,-0.2667,0.241
2026-03-12,combinator-standard,CNY,MXN,0.2131,-0.2667,0.2399
2026-03-12,combinator-standard,NOK,SEK,0.35,-0.0856,0.2178
2026-03-12,combinator-standard,NOK,EUR,0.35,-0.0837,0.2169
2026-03-12,combinator-standard,CAD,MXN,0.1457,-0.2667,0.2062
2026-03-12,combinator-standard,AUD,SEK,0.2687,-0.0856,0.1772
2026-03-12,combinator-standard,AUD,EUR,0.2687,-0.0837,0.1762
2026-03-12,combinator-standard,GBP,SEK,0.2157,-0.0856,0.1507
2026-03-12,combinator-standard,USD,SEK,0.2153,-0.0856,0.1505
2026-03-12,combinator-standard,GBP,EUR,0.2157,-0.0837,0.1497
2026-03-12,combinator-standard,USD,EUR,0.2153,-0.0837,0.1495
2026-03-12,combinator-standard,CNY,SEK,0.2131,-0.0856,0.1493
2026-03-12,combinator-standard,CNY,EUR,0.2131,-0.0837,0.1484
2026-03-12,combinator-standard,CAD,SEK,0.1457,-0.0856,0.1157
2026-03-12,combinator-standard,CAD,EUR,0.1457,-0.0837,0.1147
2026-03-12,haiku-only,AUD,MXN,0.36,-0.35,0.355
2026-03-12,haiku-only,NOK,MXN,0.35,-0.35,0.35
2026-03-12,haiku-only,USD,MXN,0.2971,-0.35,0.3236
2026-03-12,haiku-only,CNY,MXN,0.2896,-0.35,0.3198
2026-03-12,haiku-only,GBP,MXN,0.2157,-0.35,0.2828
2026-03-12,haiku-only,CAD,MXN,0.1986,-0.35,0.2743
2026-03-12,haiku-only,AUD,EUR,0.36,-0.1152,0.2376
2026-03-12,haiku-only,NOK,EUR,0.35,-0.1152,0.2326
2026-03-12,haiku-only,AUD,SEK,0.36,-0.0866,0.2233
2026-03-12,haiku-only,NOK,SEK,0.35,-0.0866,0.2183
2026-03-12,haiku-only,USD,EUR,0.2971,-0.1152,0.2061
2026-03-12,haiku-only,CNY,EUR,0.2896,-0.1152,0.2024
2026-03-12,haiku-only,USD,SEK,0.2971,-0.0866,0.1918
2026-03-12,haiku-only,CNY,SEK,0.2896,-0.0866,0.1881
2026-03-12,haiku-only,GBP,EUR,0.2157,-0.1152,0.1654
2026-03-12,haiku-only,CAD,EUR,0.1986,-0.1152,0.1569
2026-03-12,haiku-only,GBP,SEK,0.2157,-0.0866,0.1512
2026-03-12,haiku-only,CAD,SEK,0.1986,-0.0866,0.1426
2026-03-13,combinator-standard,NOK,MXN,0.35,-0.2667,0.3083
2026-03-13,combinator-standard,AUD,MXN,0.2687,-0.2667,0.2677
2026-03-13,combinator-standard,CNY,MXN,0.267,-0.2667,0.2668
2026-03-13,combinator-standard,CHF,MXN,0.2417,-0.2667,0.2542
2026-03-13,combinator-standard,USD,MXN,0.1586,-0.2667,0.2126
2026-03-13,combinator-standard,NOK,EUR,0.35,-0.0173,0.1836
2026-03-13,combinator-standard,CAD,MXN,0.0561,-0.2667,0.1614
2026-03-13,combinator-standard,SEK,MXN,0.0305,-0.2667,0.1486
2026-03-13,combinator-standard,GBP,MXN,0.0239,-0.2667,0.1453
2026-03-13,combinator-standard,AUD,EUR,0.2687,-0.0173,0.143
2026-03-13,combinator-standard,CNY,EUR,0.267,-0.0173,0.1421
2026-03-13,combinator-standard,CHF,EUR,0.2417,-0.0173,0.1295
2026-03-13,combinator-standard,USD,EUR,0.1586,-0.0173,0.0879
2026-03-13,combinator-standard,CAD,EUR,0.0561,-0.0173,0.0367
2026-03-13,combinator-standard,SEK,EUR,0.0305,-0.0173,0.0239
2026-03-13,combinator-standard,GBP,EUR,0.0239,-0.0173,0.0206
2026-03-13,haiku-only,AUD,MXN,0.36,-0.35,0.355
2026-03-13,haiku-only,CNY,MXN,0.3505,-0.35,0.3502
2026-03-13,haiku-only,CHF,MXN,0.35,-0.35,0.35
2026-03-13,haiku-only,NOK,MXN,0.35,-0.35,0.35
2026-03-13,haiku-only,USD,MXN,0.2098,-0.35,0.2799
2026-03-13,haiku-only,SEK,MXN,0.0707,-0.35,0.2103
2026-03-13,haiku-only,CAD,MXN,0.0437,-0.35,0.1968
2026-03-13,haiku-only,AUD,EUR,0.36,-0.0222,0.1911
2026-03-13,haiku-only,CNY,EUR,0.3505,-0.0222,0.1863
2026-03-13,haiku-only,CHF,EUR,0.35,-0.0222,0.1861
2026-03-13,haiku-only,NOK,EUR,0.35,-0.0222,0.1861
2026-03-13,haiku-only,GBP,MXN,0.02,-0.35,0.185
2026-03-13,haiku-only,USD,EUR,0.2098,-0.0222,0.116
2026-03-13,haiku-only,SEK,EUR,0.0707,-0.0222,0.0464
2026-03-13,haiku-only,CAD,EUR,0.0437,-0.0222,0.033
2026-03-13,haiku-only,GBP,EUR,0.02,-0.0222,0.0211
2026-03-14,combinator-standard,NOK,SEK,0.35,-0.0981,0.2241
2026-03-14,combinator-standard,NOK,EUR,0.35,-0.0403,0.1952
2026-03-14,combinator-standard,AUD,SEK,0.2879,-0.0981,0.193
2026-03-14,combinator-standard,NOK,CAD,0.35,-0.028,0.189
2026-03-14,combinator-standard,CHF,SEK,0.2443,-0.0981,0.1712
2026-03-14,combinator-standard,AUD,EUR,0.2879,-0.0403,0.1641
2026-03-14,combinator-standard,CNY,SEK,0.2247,-0.0981,0.1614
2026-03-14,combinator-standard,AUD,CAD,0.2879,-0.028,0.158
2026-03-14,combinator-standard,CHF,EUR,0.2443,-0.0403,0.1423
2026-03-14,combinator-standard,MXN,SEK,0.1833,-0.0981,0.1407
2026-03-14,combinator-standard,CHF,CAD,0.2443,-0.028,0.1361
2026-03-14,combinator-standard,USD,SEK,0.1738,-0.0981,0.136
2026-03-14,combinator-standard,CNY,EUR,0.2247,-0.0403,0.1325
2026-03-14,combinator-standard,CNY,CAD,0.2247,-0.028,0.1264
2026-03-14,combinator-standard,MXN,EUR,0.1833,-0.0403,0.1118
2026-03-14,combinator-standard,USD,EUR,0.1738,-0.0403,0.1071
2026-03-14,combinator-standard,MXN,CAD,0.1833,-0.028,0.1057
2026-03-14,combinator-standard,USD,CAD,0.1738,-0.028,0.1009
2026-03-14,haiku-only,AUD,SEK,0.39,-0.101,0.2455
2026-03-14,haiku-only,CHF,SEK,0.3889,-0.101,0.245
2026-03-14,haiku-only,AUD,EUR,0.39,-0.0612,0.2256
2026-03-14,haiku-only,NOK,SEK,0.35,-0.101,0.2255
2026-03-14,haiku-only,CHF,EUR,0.3889,-0.0612,0.2251
2026-03-14,haiku-only,AUD,CAD,0.39,-0.04,0.215
2026-03-14,haiku-only,CHF,CAD,0.3889,-0.04,0.2145
2026-03-14,haiku-only,CNY,SEK,0.3171,-0.101,0.2091
2026-03-14,haiku-only,NOK,EUR,0.35,-0.0612,0.2056
2026-03-14,haiku-only,NOK,CAD,0.35,-0.04,0.195
2026-03-14,haiku-only,CNY,EUR,0.3171,-0.0612,0.1891
2026-03-14,haiku-only,CNY,CAD,0.3171,-0.04,0.1785
2026-03-14,haiku-only,MXN,SEK,0.25,-0.101,0.1755
2026-03-14,haiku-only,USD,SEK,0.2331,-0.101,0.1671
2026-03-14,haiku-only,MXN,EUR,0.25,-0.0612,0.1556
2026-03-14,haiku-only,USD,EUR,0.2331,-0.0612,0.1472
2026-03-14,haiku-only,MXN,CAD,0.25,-0.04,0.145
2026-03-14,haiku-only,USD,CAD,0.2331,-0.04,0.1366
2026-03-15,combinator-standard,NOK,SEK,0.35,-0.0981,0.2241
2026-03-15,combinator-standard,NOK,EUR,0.35,-0.0391,0.1946
2026-03-15,combinator-standard,NOK,CAD,0.35,-0.028,0.189
2026-03-15,combinator-standard,CHF,SEK,0.2443,-0.0981,0.1712
2026-03-15,combinator-standard,CNY,SEK,0.222,-0.0981,0.1601
2026-03-15,combinator-standard,AUD,SEK,0.197,-0.0981,0.1476
2026-03-15,combinator-standard,CHF,EUR,0.2443,-0.0391,0.1417
2026-03-15,combinator-standard,MXN,SEK,0.1833,-0.0981,0.1407
2026-03-15,combinator-standard,CHF,CAD,0.2443,-0.028,0.1361
2026-03-15,combinator-standard,USD,SEK,0.1663,-0.0981,0.1322
2026-03-15,combinator-standard,CNY,EUR,0.222,-0.0391,0.1305
2026-03-15,combinator-standard,CNY,CAD,0.222,-0.028,0.125
2026-03-15,combinator-standard,AUD,EUR,0.197,-0.0391,0.1181
2026-03-15,combinator-standard,AUD,CAD,0.197,-0.028,0.1125
2026-03-15,combinator-standard,MXN,EUR,0.1833,-0.0391,0.1112
2026-03-15,combinator-standard,MXN,CAD,0.1833,-0.028,0.1057
2026-03-15,combinator-standard,USD,EUR,0.1663,-0.0391,0.1027
2026-03-15,combinator-standard,USD,CAD,0.1663,-0.028,0.0972
2026-03-15,haiku-only,CHF,SEK,0.3889,-0.101,0.245
2026-03-15,haiku-only,CHF,EUR,0.3889,-0.0706,0.2298
2026-03-15,haiku-only,NOK,SEK,0.35,-0.101,0.2255
2026-03-15,haiku-only,CHF,CAD,0.3889,-0.04,0.2145
2026-03-15,haiku-only,NOK,EUR,0.35,-0.0706,0.2103
2026-03-15,haiku-only,CNY,SEK,0.313,-0.101,0.207
2026-03-15,haiku-only,NOK,CAD,0.35,-0.04,0.195
2026-03-15,haiku-only,CNY,EUR,0.313,-0.0706,0.1918
2026-03-15,haiku-only,AUD,SEK,0.2537,-0.101,0.1774
2026-03-15,haiku-only,CNY,CAD,0.313,-0.04,0.1765
2026-03-15,haiku-only,MXN,SEK,0.25,-0.101,0.1755
2026-03-15,haiku-only,USD,SEK,0.225,-0.101,0.163
2026-03-15,haiku-only,AUD,EUR,0.2537,-0.0706,0.1621
2026-03-15,haiku-only,MXN,EUR,0.25,-0.0706,0.1603
2026-03-15,haiku-only,USD,EUR,0.225,-0.0706,0.1478
2026-03-15,haiku-only,AUD,CAD,0.2537,-0.04,0.1468
2026-03-15,haiku-only,MXN,CAD,0.25,-0.04,0.145
2026-03-15,haiku-only,USD,CAD,0.225,-0.04,0.1325
2026-03-16,combinator-standard,NOK,JPY,0.35,-0.25,0.3
2026-03-16,combinator-standard,AUD,JPY,0.2397,-0.25,0.2448
2026-03-16,combinator-standard,NOK,SEK,0.35,-0.0981,0.2241
2026-03-16,combinator-standard,USD,JPY,0.1943,-0.25,0.2222
2026-03-16,combinator-standard,MXN,JPY,0.1833,-0.25,0.2167
2026-03-16,combinator-standard,NOK,CAD,0.35,-0.0641,0.207
2026-03-16,combinator-standard,NOK,EUR,0.35,-0.0454,0.1977
2026-03-16,combinator-standard,CHF,JPY,0.1277,-0.25,0.1888
2026-03-16,combinator-standard,CNY,JPY,0.1193,-0.25,0.1846
2026-03-16,combinator-standard,AUD,SEK,0.2397,-0.0981,0.1689
2026-03-16,combinator-standard,AUD,CAD,0.2397,-0.0641,0.1519
2026-03-16,combinator-standard,USD,SEK,0.1943,-0.0981,0.1462
2026-03-16,combinator-standard,AUD,EUR,0.2397,-0.0454,0.1425
2026-03-16,combinator-standard,MXN,SEK,0.1833,-0.0981,0.1407
2026-03-16,combinator-standard,USD,CAD,0.1943,-0.0641,0.1292
2026-03-16,combinator-standard,MXN,CAD,0.1833,-0.0641,0.1237
2026-03-16,combinator-standard,USD,EUR,0.1943,-0.0454,0.1198
2026-03-16,combinator-standard,MXN,EUR,0.1833,-0.0454,0.1144
2026-03-16,combinator-standard,CHF,SEK,0.1277,-0.0981,0.1129
2026-03-16,combinator-standard,CNY,SEK,0.1193,-0.0981,0.1087
2026-03-16,combinator-standard,CHF,CAD,0.1277,-0.0641,0.0959
2026-03-16,combinator-standard,CNY,CAD,0.1193,-0.0641,0.0917
2026-03-16,combinator-standard,CHF,EUR,0.1277,-0.0454,0.0865
2026-03-16,combinator-standard,CNY,EUR,0.1193,-0.0454,0.0823
2026-03-16,haiku-only,NOK,JPY,0.35,-0.25,0.3
2026-03-16,haiku-only,AUD,JPY,0.313,-0.25,0.2815
2026-03-16,haiku-only,USD,JPY,0.2692,-0.25,0.2596
2026-03-16,haiku-only,MXN,JPY,0.25,-0.25,0.25
2026-03-16,haiku-only,CHF,JPY,0.2165,-0.25,0.2333
2026-03-16,haiku-only,NOK,SEK,0.35,-0.101,0.2255
2026-03-16,haiku-only,NOK,CAD,0.35,-0.0933,0.2216
2026-03-16,haiku-only,NOK,EUR,0.35,-0.0653,0.2077
2026-03-16,haiku-only,AUD,SEK,0.313,-0.101,0.207
2026-03-16,haiku-only,AUD,CAD,0.313,-0.0933,0.2031
2026-03-16,haiku-only,CNY,JPY,0.1489,-0.25,0.1995
2026-03-16,haiku-only,AUD,EUR,0.313,-0.0653,0.1891
2026-03-16,haiku-only,USD,SEK,0.2692,-0.101,0.1851
2026-03-16,haiku-only,NOK,GBP,0.35,-0.015,0.1825
2026-03-16,haiku-only,USD,CAD,0.2692,-0.0933,0.1812
2026-03-16,haiku-only,MXN,SEK,0.25,-0.101,0.1755
2026-03-16,haiku-only,MXN,CAD,0.25,-0.0933,0.1716
2026-03-16,haiku-only,USD,EUR,0.2692,-0.0653,0.1673
2026-03-16,haiku-only,AUD,GBP,0.313,-0.015,0.164
2026-03-16,haiku-only,CHF,SEK,0.2165,-0.101,0.1588
2026-03-16,haiku-only,MXN,EUR,0.25,-0.0653,0.1577
2026-03-16,haiku-only,CHF,CAD,0.2165,-0.0933,0.1549
2026-03-16,haiku-only,USD,GBP,0.2692,-0.015,0.1421
2026-03-16,haiku-only,CHF,EUR,0.2165,-0.0653,0.1409
2026-03-16,haiku-only,MXN,GBP,0.25,-0.015,0.1325
2026-03-16,haiku-only,CNY,SEK,0.1489,-0.101,0.125
2026-03-16,haiku-only,CNY,CAD,0.1489,-0.0933,0.1211
2026-03-16,haiku-only,CHF,GBP,0.2165,-0.015,0.1157
2026-03-16,haiku-only,CNY,EUR,0.1489,-0.0653,0.1071
2026-03-16,haiku-only,CNY,GBP,0.1489,-0.015,0.0819
2026-03-17,combinator-standard,NOK,JPY,0.35,-0.1911,0.2705
2026-03-17,combinator-standard,AUD,JPY,0.2495,-0.1911,0.2203
2026-03-17,combinator-standard,NOK,SEK,0.35,-0.0441,0.1971
2026-03-17,combinator-standard,MXN,JPY,0.1833,-0.1911,0.1872
2026-03-17,combinator-standard,USD,JPY,0.1827,-0.1911,0.1869
2026-03-17,combinator-standard,NOK,EUR,0.35,-0.0158,0.1829
2026-03-17,combinator-standard,NOK,CAD,0.35,-0.011,0.1805
2026-03-17,combinator-standard,GBP,JPY,0.1201,-0.1911,0.1556
2026-03-17,combinator-standard,AUD,SEK,0.2495,-0.0441,0.1468
2026-03-17,combinator-standard,AUD,EUR,0.2495,-0.0158,0.1326
2026-03-17,combinator-standard,AUD,CAD,0.2495,-0.011,0.1302
2026-03-17,combinator-standard,CNY,JPY,0.0668,-0.1911,0.129
2026-03-17,combinator-standard,MXN,SEK,0.1833,-0.0441,0.1137
2026-03-17,combinator-standard,USD,SEK,0.1827,-0.0441,0.1134
2026-03-17,combinator-standard,CHF,JPY,0.0296,-0.1911,0.1104
2026-03-17,combinator-standard,MXN,EUR,0.1833,-0.0158,0.0996
2026-03-17,combinator-standard,USD,EUR,0.1827,-0.0158,0.0993
2026-03-17,combinator-standard,MXN,CAD,0.1833,-0.011,0.0972
2026-03-17,combinator-standard,USD,CAD,0.1827,-0.011,0.0968
2026-03-17,combinator-standard,GBP,SEK,0.1201,-0.0441,0.0821
2026-03-17,combinator-standard,GBP,EUR,0.1201,-0.0158,0.0679
2026-03-17,combinator-standard,GBP,CAD,0.1201,-0.011,0.0655
2026-03-17,combinator-standard,CNY,SEK,0.0668,-0.0441,0.0555
2026-03-17,combinator-standard,CNY,EUR,0.0668,-0.0158,0.0413
2026-03-17,combinator-standard,CNY,CAD,0.0668,-0.011,0.0389
2026-03-17,combinator-standard,CHF,SEK,0.0296,-0.0441,0.0369
2026-03-17,combinator-standard,CHF,EUR,0.0296,-0.0158,0.0227
2026-03-17,combinator-standard,CHF,CAD,0.0296,-0.011,0.0203
2026-03-17,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-17,haiku-only,AUD,JPY,0.3271,-0.2616,0.2944
2026-03-17,haiku-only,USD,JPY,0.2601,-0.2616,0.2609
2026-03-17,haiku-only,MXN,JPY,0.25,-0.2616,0.2558
2026-03-17,haiku-only,GBP,JPY,0.1871,-0.2616,0.2243
2026-03-17,haiku-only,NOK,EUR,0.35,-0.0397,0.1948
2026-03-17,haiku-only,NOK,SEK,0.35,-0.02,0.185
2026-03-17,haiku-only,NOK,CAD,0.35,-0.0193,0.1846
2026-03-17,haiku-only,AUD,EUR,0.3271,-0.0397,0.1834
2026-03-17,haiku-only,CNY,JPY,0.0986,-0.2616,0.1801
2026-03-17,haiku-only,CHF,JPY,0.0975,-0.2616,0.1795
2026-03-17,haiku-only,AUD,SEK,0.3271,-0.02,0.1736
2026-03-17,haiku-only,AUD,CAD,0.3271,-0.0193,0.1732
2026-03-17,haiku-only,USD,EUR,0.2601,-0.0397,0.1499
2026-03-17,haiku-only,MXN,EUR,0.25,-0.0397,0.1449
2026-03-17,haiku-only,USD,SEK,0.2601,-0.02,0.1401
2026-03-17,haiku-only,USD,CAD,0.2601,-0.0193,0.1397
2026-03-17,haiku-only,MXN,SEK,0.25,-0.02,0.135
2026-03-17,haiku-only,MXN,CAD,0.25,-0.0193,0.1346
2026-03-17,haiku-only,GBP,EUR,0.1871,-0.0397,0.1134
2026-03-17,haiku-only,GBP,SEK,0.1871,-0.02,0.1035
2026-03-17,haiku-only,GBP,CAD,0.1871,-0.0193,0.1032
2026-03-17,haiku-only,CNY,EUR,0.0986,-0.0397,0.0691
2026-03-17,haiku-only,CHF,EUR,0.0975,-0.0397,0.0686
2026-03-17,haiku-only,CNY,SEK,0.0986,-0.02,0.0593
2026-03-17,haiku-only,CNY,CAD,0.0986,-0.0193,0.0589
2026-03-17,haiku-only,CHF,SEK,0.0975,-0.02,0.0588
2026-03-17,haiku-only,CHF,CAD,0.0975,-0.0193,0.0584
2026-03-18,combinator-standard,NOK,JPY,0.35,-0.1911,0.2705
2026-03-18,combinator-standard,NOK,CAD,0.35,-0.0513,0.2006
2026-03-18,combinator-standard,AUD,JPY,0.192,-0.1911,0.1916
2026-03-18,combinator-standard,MXN,JPY,0.1833,-0.1911,0.1872
2026-03-18,combinator-standard,USD,JPY,0.1743,-0.1911,0.1827
2026-03-18,combinator-standard,CHF,JPY,0.0833,-0.1911,0.1372
2026-03-18,combinator-standard,GBP,JPY,0.0681,-0.1911,0.1296
2026-03-18,combinator-standard,AUD,CAD,0.192,-0.0513,0.1217
2026-03-18,combinator-standard,MXN,CAD,0.1833,-0.0513,0.1173
2026-03-18,combinator-standard,USD,CAD,0.1743,-0.0513,0.1128
2026-03-18,combinator-standard,SEK,JPY,0.0304,-0.1911,0.1107
2026-03-18,combinator-standard,EUR,JPY,0.0129,-0.1911,0.102
2026-03-18,combinator-standard,CHF,CAD,0.0833,-0.0513,0.0673
2026-03-18,combinator-standard,GBP,CAD,0.0681,-0.0513,0.0597
2026-03-18,combinator-standard,SEK,CAD,0.0304,-0.0513,0.0408
2026-03-18,combinator-standard,EUR,CAD,0.0129,-0.0513,0.0321
2026-03-18,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-18,haiku-only,MXN,JPY,0.25,-0.2616,0.2558
2026-03-18,haiku-only,USD,JPY,0.2475,-0.2616,0.2545
2026-03-18,haiku-only,AUD,JPY,0.2344,-0.2616,0.248
2026-03-18,haiku-only,CHF,JPY,0.178,-0.2616,0.2198
2026-03-18,haiku-only,NOK,CAD,0.35,-0.0669,0.2084
2026-03-18,haiku-only,GBP,JPY,0.1013,-0.2616,0.1815
2026-03-18,haiku-only,MXN,CAD,0.25,-0.0669,0.1585
2026-03-18,haiku-only,USD,CAD,0.2475,-0.0669,0.1572
2026-03-18,haiku-only,SEK,JPY,0.0491,-0.2616,0.1553
2026-03-18,haiku-only,CNY,JPY,0.0433,-0.2616,0.1525
2026-03-18,haiku-only,AUD,CAD,0.2344,-0.0669,0.1507
2026-03-18,haiku-only,CHF,CAD,0.178,-0.0669,0.1225
2026-03-18,haiku-only,GBP,CAD,0.1013,-0.0669,0.0841
2026-03-18,haiku-only,SEK,CAD,0.0491,-0.0669,0.058
2026-03-18,haiku-only,CNY,CAD,0.0433,-0.0669,0.0551
2026-03-19,combinator-standard,NOK,JPY,0.35,-0.1911,0.2705
2026-03-19,combinator-standard,NOK,CAD,0.35,-0.0513,0.2006
2026-03-19,combinator-standard,USD,JPY,0.1861,-0.1911,0.1886
2026-03-19,combinator-standard,MXN,JPY,0.1833,-0.1911,0.1872
2026-03-19,combinator-standard,AUD,JPY,0.1651,-0.1911,0.1781
2026-03-19,combinator-standard,CHF,JPY,0.0833,-0.1911,0.1372
2026-03-19,combinator-standard,USD,CAD,0.1861,-0.0513,0.1187
2026-03-19,combinator-standard,MXN,CAD,0.1833,-0.0513,0.1173
2026-03-19,combinator-standard,GBP,JPY,0.0369,-0.1911,0.114
2026-03-19,combinator-standard,SEK,JPY,0.0304,-0.1911,0.1107
2026-03-19,combinator-standard,AUD,CAD,0.1651,-0.0513,0.1082
2026-03-19,combinator-standard,CHF,CAD,0.0833,-0.0513,0.0673
2026-03-19,combinator-standard,GBP,CAD,0.0369,-0.0513,0.0441
2026-03-19,combinator-standard,SEK,CAD,0.0304,-0.0513,0.0408
2026-03-19,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-19,haiku-only,USD,JPY,0.2552,-0.2616,0.2584
2026-03-19,haiku-only,MXN,JPY,0.25,-0.2616,0.2558
2026-03-19,haiku-only,AUD,JPY,0.1964,-0.2616,0.229
2026-03-19,haiku-only,CHF,JPY,0.178,-0.2616,0.2198
2026-03-19,haiku-only,NOK,CAD,0.35,-0.0669,0.2084
2026-03-19,haiku-only,NOK,EUR,0.35,-0.0142,0.1821
2026-03-19,haiku-only,USD,CAD,0.2552,-0.0669,0.161
2026-03-19,haiku-only,MXN,CAD,0.25,-0.0669,0.1585
2026-03-19,haiku-only,SEK,JPY,0.0491,-0.2616,0.1553
2026-03-19,haiku-only,GBP,JPY,0.0443,-0.2616,0.153
2026-03-19,haiku-only,CNY,JPY,0.0354,-0.2616,0.1485
2026-03-19,haiku-only,USD,EUR,0.2552,-0.0142,0.1347
2026-03-19,haiku-only,MXN,EUR,0.25,-0.0142,0.1321
2026-03-19,haiku-only,AUD,CAD,0.1964,-0.0669,0.1316
2026-03-19,haiku-only,CHF,CAD,0.178,-0.0669,0.1225
2026-03-19,haiku-only,AUD,EUR,0.1964,-0.0142,0.1053
2026-03-19,haiku-only,CHF,EUR,0.178,-0.0142,0.0961
2026-03-19,haiku-only,SEK,CAD,0.0491,-0.0669,0.058
2026-03-19,haiku-only,GBP,CAD,0.0443,-0.0669,0.0556
2026-03-19,haiku-only,CNY,CAD,0.0354,-0.0669,0.0512
2026-03-19,haiku-only,SEK,EUR,0.0491,-0.0142,0.0316
2026-03-19,haiku-only,GBP,EUR,0.0443,-0.0142,0.0292
2026-03-19,haiku-only,CNY,EUR,0.0354,-0.0142,0.0248
2026-03-20,combinator-standard,NOK,JPY,0.35,-0.2616,0.3058
2026-03-20,combinator-standard,MXN,JPY,0.1833,-0.2616,0.2225
2026-03-20,combinator-standard,NOK,CAD,0.35,-0.0946,0.2223
2026-03-20,combinator-standard,USD,JPY,0.1818,-0.2616,0.2217
2026-03-20,combinator-standard,AUD,JPY,0.1496,-0.2616,0.2056
2026-03-20,combinator-standard,NOK,CNY,0.35,-0.0177,0.1839
2026-03-20,combinator-standard,GBP,JPY,0.0779,-0.2616,0.1698
2026-03-20,combinator-standard,SEK,JPY,0.0304,-0.2616,0.146
2026-03-20,combinator-standard,EUR,JPY,0.0203,-0.2616,0.1409
2026-03-20,combinator-standard,MXN,CAD,0.1833,-0.0946,0.139
2026-03-20,combinator-standard,USD,CAD,0.1818,-0.0946,0.1382
2026-03-20,combinator-standard,AUD,CAD,0.1496,-0.0946,0.1221
2026-03-20,combinator-standard,MXN,CNY,0.1833,-0.0177,0.1005
2026-03-20,combinator-standard,USD,CNY,0.1818,-0.0177,0.0998
2026-03-20,combinator-standard,GBP,CAD,0.0779,-0.0946,0.0863
2026-03-20,combinator-standard,AUD,CNY,0.1496,-0.0177,0.0836
2026-03-20,combinator-standard,SEK,CAD,0.0304,-0.0946,0.0625
2026-03-20,combinator-standard,EUR,CAD,0.0203,-0.0946,0.0574
2026-03-20,combinator-standard,GBP,CNY,0.0779,-0.0177,0.0478
2026-03-20,combinator-standard,SEK,CNY,0.0304,-0.0177,0.0241
2026-03-20,combinator-standard,EUR,CNY,0.0203,-0.0177,0.019
2026-03-20,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-20,haiku-only,USD,JPY,0.2508,-0.2616,0.2562
2026-03-20,haiku-only,MXN,JPY,0.25,-0.2616,0.2558
2026-03-20,haiku-only,AUD,JPY,0.1731,-0.2616,0.2173
2026-03-20,haiku-only,NOK,CAD,0.35,-0.0669,0.2084
2026-03-20,haiku-only,NOK,EUR,0.35,-0.0149,0.1825
2026-03-20,haiku-only,GBP,JPY,0.1029,-0.2616,0.1822
2026-03-20,haiku-only,USD,CAD,0.2508,-0.0669,0.1589
2026-03-20,haiku-only,MXN,CAD,0.25,-0.0669,0.1585
2026-03-20,haiku-only,SEK,JPY,0.0491,-0.2616,0.1553
2026-03-20,haiku-only,CHF,JPY,0.0475,-0.2616,0.1545
2026-03-20,haiku-only,CNY,JPY,0.0354,-0.2616,0.1485
2026-03-20,haiku-only,USD,EUR,0.2508,-0.0149,0.1329
2026-03-20,haiku-only,MXN,EUR,0.25,-0.0149,0.1325
2026-03-20,haiku-only,AUD,CAD,0.1731,-0.0669,0.12
2026-03-20,haiku-only,AUD,EUR,0.1731,-0.0149,0.094
2026-03-20,haiku-only,GBP,CAD,0.1029,-0.0669,0.0849
2026-03-20,haiku-only,GBP,EUR,0.1029,-0.0149,0.0589
2026-03-20,haiku-only,SEK,CAD,0.0491,-0.0669,0.058
2026-03-20,haiku-only,CHF,CAD,0.0475,-0.0669,0.0572
2026-03-20,haiku-only,CNY,CAD,0.0354,-0.0669,0.0512
2026-03-20,haiku-only,SEK,EUR,0.0491,-0.0149,0.032
2026-03-20,haiku-only,CHF,EUR,0.0475,-0.0149,0.0312
2026-03-20,haiku-only,CNY,EUR,0.0354,-0.0149,0.0251
2026-03-21,combinator-standard,NOK,JPY,0.35,-0.2616,0.3058
2026-03-21,combinator-standard,MXN,JPY,0.2019,-0.2616,0.2317
2026-03-21,combinator-standard,AUD,JPY,0.1615,-0.2616,0.2116
2026-03-21,combinator-standard,USD,JPY,0.1364,-0.2616,0.199
2026-03-21,combinator-standard,NOK,CAD,0.35,-0.0367,0.1933
2026-03-21,combinator-standard,CHF,JPY,0.0892,-0.2616,0.1754
