date,base_currency,EUR,USD,GBP,JPY,CHF,AUD,CAD,NOK,SEK,CNY,MXN
2026-03-21,SEK,0.092333,0.107028,0.080206,17.043404,0.084359,0.152427,0.146886,1.023837,1.0,0.737029,1.915654
2026-03-21,CNY,0.125278,0.145216,0.108824,23.124482,0.114458,0.206812,0.199295,1.389142,1.3568,1.0,2.599159
2026-03-21,MXN,0.048199,0.05587,0.041869,8.896911,0.044037,0.079569,0.076677,0.534458,0.522015,0.38474,1.0
2026-03-22,EUR,1.0,1.159178,0.868932,184.588462,0.913484,1.649562,1.590256,11.086443,10.829596,7.98054,20.750162
2026-03-22,USD,0.86268,1.0,0.749611,159.240808,0.788045,1.423045,1.371882,9.564055,9.342478,6.884654,17.900754
2026-03-22,GBP,1.150838,1.334026,1.0,212.431336,1.051272,1.898378,1.830126,12.758695,12.463106,9.184306,23.880066
2026-03-22,JPY,0.005417,0.00628,0.004707,1.0,0.004949,0.008936,0.008615,0.06006,0.058669,0.043234,0.112413
2026-03-22,CHF,1.094709,1.268963,0.951228,202.070733,1.0,1.805791,1.740868,12.136434,11.855261,8.736373,22.715398
2026-03-22,AUD,0.606221,0.702719,0.526765,111.90149,0.553774,1.0,0.964047,6.72084,6.565134,4.837975,12.579194
2026-03-22,CAD,0.62883,0.728926,0.54641,116.074694,0.574426,1.037294,1.0,6.971484,6.809971,5.0184,13.048317
2026-03-22,NOK,0.0902,0.104558,0.078378,16.649926,0.082397,0.148791,0.143441,1.0,0.976832,0.719847,1.87167
2026-03-22,SEK,0.09234,0.107038,0.080237,17.044815,0.084351,0.15232,0.146844,1.023717,1.0,0.73692,1.916061
2026-03-22,CNY,0.125305,0.145251,0.108881,23.12982,0.114464,0.206698,0.199267,1.389185,1.357,1.0,2.600095
2026-03-22,MXN,0.048192,0.055864,0.041876,8.89576,0.044023,0.079496,0.076638,0.534282,0.521904,0.384601,1.0
2026-03-23,EUR,1.0,1.154685,0.866814,184.247557,0.911161,1.653465,1.583067,11.070378,10.816182,7.981365,20.749264
2026-03-23,USD,0.866037,1.0,0.750693,159.565233,0.7891,1.431962,1.370995,9.587359,9.367216,6.912159,17.969633
